Denumire Judet,Tip localitate,Localitate,Numar Locuitori,Suprafata
ALBA,MUNICIPIU,ALBA IULIA,"68,796","3,173"
ALBA,MUNICIPIU,AIUD,"25,310","1,343"
ALBA,MUNICIPIU,BLAJ,"20,348","1,200"
ALBA,MUNICIPIU,SEBES,"29,811","1,680"
ALBA,ORAS,ABRUD,"5,475","1,943"
ALBA,ORAS,BAIA DE ARIES,"3,996",370
ALBA,ORAS,CAMPENI,"7,379",970
ALBA,ORAS,CUGIR,"24,968","1,260"
ALBA,ORAS,OCNA MURES,"14,631","1,015"
ALBA,ORAS,TEIUS,"7,312",693
ALBA,ORAS,ZLATNA,"7,905",915
ALBA,COMUNA,ALBAC,"2,133","1,365"
ALBA,COMUNA,ALMASU MARE,"1,323",673
ALBA,COMUNA,ARIESENI,"1,737",443
ALBA,COMUNA,AVRAM IANCU,"1,584",380
ALBA,COMUNA,BERGHIN,"2,075",390
ALBA,COMUNA,BISTRA,"4,773",960
ALBA,COMUNA,BLANDIANA,"1,008",240
ALBA,COMUNA,BUCERDEA GRANOASA,"2,384",244
ALBA,COMUNA,BUCIUM,"1,512",483
ALBA,COMUNA,CALNIC,"1,802",239
ALBA,COMUNA,CENADE,960,148
ALBA,COMUNA,CERGAU,"1,562",243
ALBA,COMUNA,CERU BACAINTI,270,91
ALBA,COMUNA,CETATEA DE BALTA,"2,991",280
ALBA,COMUNA,CIUGUD,"2,927",614
ALBA,COMUNA,CIURULEASA,"1,159",341
ALBA,COMUNA,CRACIUNELUL DE JOS,"2,209",190
ALBA,COMUNA,CRICAU,"2,210",290
ALBA,COMUNA,CUT,"1,277",124
ALBA,COMUNA,DAIA ROMANA,"3,085",170
ALBA,COMUNA,DOSTAT,970,160
ALBA,COMUNA,FARAU,"1,497",495
ALBA,COMUNA,GALDA DE JOS,"4,405",580
ALBA,COMUNA,GARBOVA,"2,088",282
ALBA,COMUNA,GARDA DE SUS,"1,661","1,144"
ALBA,COMUNA,HOPARTA,"1,188",364
ALBA,COMUNA,HOREA,"2,139",561
ALBA,COMUNA,IGHIU,"6,702",618
ALBA,COMUNA,INTREGALDE,607,393
ALBA,COMUNA,JIDVEI,"5,123",663
ALBA,COMUNA,LIVEZILE,"1,267",250
ALBA,COMUNA,LOPADEA NOUA,"2,712",474
ALBA,COMUNA,LUNCA MURES,"2,464",388
ALBA,COMUNA,LUPSA,"3,425",436
ALBA,COMUNA,METES,"2,914",685
ALBA,COMUNA,MIHALT,"3,385",904
ALBA,COMUNA,MIRASLAU,"2,090",307
ALBA,COMUNA,MOGOS,785,300
ALBA,COMUNA,NOSLAC,"1,723",381
ALBA,COMUNA,OCOLIS,626,181
ALBA,COMUNA,OHABA,713,500
ALBA,COMUNA,PIANU,"3,484",432
ALBA,COMUNA,POIANA VADULUI,"1,122",282
ALBA,COMUNA,PONOR,508,291
ALBA,COMUNA,POSAGA,"1,108",272
ALBA,COMUNA,RADESTI,"1,319",264
ALBA,COMUNA,RAMET,526,427
ALBA,COMUNA,RIMETEA,"1,054",247
ALBA,COMUNA,ROSIA DE SECAS,"1,544",260
ALBA,COMUNA,ROSIA MONTANA,"2,863","1,007"
ALBA,COMUNA,SALCIUA,"1,547",531
ALBA,COMUNA,SALISTEA,"2,306",284
ALBA,COMUNA,SANCEL,"2,502",240
ALBA,COMUNA,SANTIMBRU,"3,063",374
ALBA,COMUNA,SASCIORI,"6,081",133
ALBA,COMUNA,SCARISOARA,"1,587",252
ALBA,COMUNA,SIBOT,"2,479",321
ALBA,COMUNA,SOHODOL,"1,733",760
ALBA,COMUNA,SONA,"4,407",523
ALBA,COMUNA,SPRING,"2,451",353
ALBA,COMUNA,STREMT,"2,538",494
ALBA,COMUNA,SUGAG,"2,802","1,891"
ALBA,COMUNA,UNIREA,"5,132",611
ALBA,COMUNA,VADU MOTILOR,"1,423",212
ALBA,COMUNA,VALEA LUNGA,"3,137",402
ALBA,COMUNA,VIDRA,"1,634",256
ALBA,COMUNA,VINTU DE JOS,"5,439","1,186"
ARAD,MUNICIPIU,ARAD,"162,450","6,188"
ARAD,ORAS,CHISINEU CRIS,"8,140",982
ARAD,ORAS,CURTICI,"8,078",901
ARAD,ORAS,INEU,"9,394",957
ARAD,ORAS,LIPOVA,"10,739",882
ARAD,ORAS,NADLAC,"7,866",842
ARAD,ORAS,PANCOTA,"7,616",535
ARAD,ORAS,PECICA,"13,998","1,145"
ARAD,ORAS,SANTANA,"13,375","1,179"
ARAD,ORAS,SEBIS,"6,067",975
ARAD,COMUNA,ALMAS,"2,839",450
ARAD,COMUNA,APATEU,"3,502",485
ARAD,COMUNA,ARCHIS,"1,586",217
ARAD,COMUNA,BATA,"1,194",561
ARAD,COMUNA,BARSA,"1,866",328
ARAD,COMUNA,BARZAVA,"2,740",744
ARAD,COMUNA,BELIU,"3,069",352
ARAD,COMUNA,BIRCHIS,"2,040",658
ARAD,COMUNA,BOCSIG,"3,610",381
ARAD,COMUNA,BRAZII,"1,233",190
ARAD,COMUNA,BUTENI,"3,386",428
ARAD,COMUNA,CARAND,"1,133",163
ARAD,COMUNA,CERMEI,"2,747",516
ARAD,COMUNA,CHISINDIA,"1,401",401
ARAD,COMUNA,CONOP,"2,428",440
ARAD,COMUNA,COVASANT,"2,549",277
ARAD,COMUNA,CRAIVA,"2,871",439
ARAD,COMUNA,DEZNA,"1,258",277
ARAD,COMUNA,DIECI,"1,521",345
ARAD,COMUNA,DOROBANTI,"1,568",313
ARAD,COMUNA,FANTANELE,"3,538",271
ARAD,COMUNA,FELNAC,"3,150",594
ARAD,COMUNA,FRUMUSENI,"2,760",527
ARAD,COMUNA,GHIOROC,"4,188",466
ARAD,COMUNA,GRANICERI,"2,471",542
ARAD,COMUNA,GURAHONT,"4,039",563
ARAD,COMUNA,HALMAGIU,"2,932",561
ARAD,COMUNA,HALMAGEL,"1,254",209
ARAD,COMUNA,HASMAS,"1,327",186
ARAD,COMUNA,IGNESTI,706,120
ARAD,COMUNA,IRATOSU,"2,476",459
ARAD,COMUNA,LIVADA,"3,104",464
ARAD,COMUNA,MACEA,"6,665",650
ARAD,COMUNA,MISCA,"3,773",706
ARAD,COMUNA,MONEASA,967,164
ARAD,COMUNA,OLARI,"2,111",341
ARAD,COMUNA,PAULIS,"4,360",491
ARAD,COMUNA,PEREGU MARE,"1,738",273
ARAD,COMUNA,PETRIS,"1,482",599
ARAD,COMUNA,PILU,"2,258",284
ARAD,COMUNA,PLESCUTA,"1,164",196
ARAD,COMUNA,SAVARSIN,"3,114",702
ARAD,COMUNA,SECUSIGIU,"6,283",614
ARAD,COMUNA,SELEUS,"3,032",566
ARAD,COMUNA,SEMLAC,"3,943",418
ARAD,COMUNA,SINTEA MARE,"3,762",570
ARAD,COMUNA,SOCODOR,"2,289",435
ARAD,COMUNA,SAGU,"3,995",697
ARAD,COMUNA,SEITIN,"3,090",432
ARAD,COMUNA,SEPREUS,"2,624",284
ARAD,COMUNA,SICULA,"4,395",579
ARAD,COMUNA,SILINDIA,847,422
ARAD,COMUNA,SIMAND,"4,376",904
ARAD,COMUNA,SIRIA,"8,587","1,009"
ARAD,COMUNA,SISTAROVAT,357,517
ARAD,COMUNA,SOFRONEA,"2,825",442
ARAD,COMUNA,TAUT,"1,799",364
ARAD,COMUNA,TARNOVA,"6,303","1,229"
ARAD,COMUNA,USUSAU,"1,399",342
ARAD,COMUNA,VARADIA DE MURES,"1,821",606
ARAD,COMUNA,VARFURILE,"2,826",791
ARAD,COMUNA,VINGA,"6,558",744
ARAD,COMUNA,VLADIMIRESCU,"12,215","1,360"
ARAD,COMUNA,ZABRANI,"4,636","1,038"
ARAD,COMUNA,ZADARENI,"2,648",349
ARAD,COMUNA,ZARAND,"2,789",418
ARAD,COMUNA,ZERIND,"1,361",279
ARAD,COMUNA,ZIMANDUL NOU,"4,833",596
ARGES,MUNICIPIU,PITESTI,"164,119","2,807"
ARGES,MUNICIPIU,CAMPULUNG,"34,554","1,662"
ARGES,MUNICIPIU,CURTEA DE ARGES,"31,691","1,600"
ARGES,ORAS,COSTESTI,"10,316","1,699"
ARGES,ORAS,MIOVENI,"33,142","1,601"
ARGES,ORAS,STEFANESTI,"14,918","1,794"
ARGES,ORAS,TOPOLOVENI,"10,391",756
ARGES,COMUNA,ALBESTII DE ARGES,"5,928",554
ARGES,COMUNA,ALBESTII DE MUSCEL,"1,385",386
ARGES,COMUNA,ALBOTA,"4,022","1,266"
ARGES,COMUNA,ANINOASA,"3,305",603
ARGES,COMUNA,AREFU,"2,485",213
ARGES,COMUNA,BABANA,"2,945",753
ARGES,COMUNA,BAICULESTI,"6,068","1,562"
ARGES,COMUNA,BALILESTI,"4,111",428
ARGES,COMUNA,BASCOV,"10,252",828
ARGES,COMUNA,BELETI-NEGRESTI,"1,825",334
ARGES,COMUNA,BEREVOESTI,"3,465",452
ARGES,COMUNA,BIRLA,"5,049","1,365"
ARGES,COMUNA,BOGATI,"4,416",821
ARGES,COMUNA,BOTENI,"2,474",556
ARGES,COMUNA,BOTESTI,"1,147",370
ARGES,COMUNA,BRADU,"7,209","1,516"
ARGES,COMUNA,BRADULET,"1,804",774
ARGES,COMUNA,BUDEASA,"4,050",691
ARGES,COMUNA,BUGHEA DE JOS,"2,993",355
ARGES,COMUNA,BUGHEA DE SUS,"3,277",491
ARGES,COMUNA,BUZOIESTI,"5,934","1,367"
ARGES,COMUNA,CALDARARU,"2,466",730
ARGES,COMUNA,CALINESTI,"11,221","1,367"
ARGES,COMUNA,CATEASCA,"3,858",636
ARGES,COMUNA,CEPARI,"2,231",563
ARGES,COMUNA,CETATENI,"2,987",327
ARGES,COMUNA,CICANESTI,"2,081",316
ARGES,COMUNA,CIOFRANGENI,"2,490",689
ARGES,COMUNA,CIOMAGESTI,"1,079",264
ARGES,COMUNA,COCU,"2,199",768
ARGES,COMUNA,CORBENI,"5,712",539
ARGES,COMUNA,CORBI,"4,113",552
ARGES,COMUNA,COSESTI,"5,409",380
ARGES,COMUNA,COTMEANA,"2,008",690
ARGES,COMUNA,CUCA,"2,096",448
ARGES,COMUNA,DAMBOVICIOARA,869,638
ARGES,COMUNA,DARMANESTI,"3,631",578
ARGES,COMUNA,DAVIDESTI,"3,037",274
ARGES,COMUNA,DOBRESTI,"1,785",442
ARGES,COMUNA,DOMNESTI,"3,250",298
ARGES,COMUNA,DRAGANU,"1,925",372
ARGES,COMUNA,DRAGOSLAVELE,"2,578",183
ARGES,COMUNA,GODENI,"3,036",401
ARGES,COMUNA,HARSESTI,"2,299",627
ARGES,COMUNA,HARTIESTI,"2,010",240
ARGES,COMUNA,IZVORU,"2,283",440
ARGES,COMUNA,LEORDENI,"5,736",908
ARGES,COMUNA,LERESTI,"4,607",489
ARGES,COMUNA,LUNCA CORBULUI,"2,866","1,080"
ARGES,COMUNA,MALURENI,"4,525",852
ARGES,COMUNA,MARACINENI,"5,329",519
ARGES,COMUNA,MERISANI,"5,042",835
ARGES,COMUNA,MICESTI,"4,619",391
ARGES,COMUNA,MIHAESTI,"6,031",685
ARGES,COMUNA,MIOARELE,"1,604",333
ARGES,COMUNA,MIROSI,"2,424",599
ARGES,COMUNA,MORARESTI,"1,821",524
ARGES,COMUNA,MOSOAIA,"5,303","1,133"
ARGES,COMUNA,MOZACENI,"2,262",652
ARGES,COMUNA,MUSATESTI,"3,902",596
ARGES,COMUNA,NEGRASI,"2,359",899
ARGES,COMUNA,NUCSOARA,"1,411",545
ARGES,COMUNA,OARJA,"2,936",546
ARGES,COMUNA,PIETROSANI,"5,752",358
ARGES,COMUNA,POIANA LACULUI,"6,847","1,496"
ARGES,COMUNA,POIENARII DE ARGES,"1,114",164
ARGES,COMUNA,POIENARII DE MUSCEL,"3,400",934
ARGES,COMUNA,POPESTI,"2,013",617
ARGES,COMUNA,PRIBOIENI,"3,485",432
ARGES,COMUNA,RACA,"1,472",440
ARGES,COMUNA,RATESTI,"3,196",905
ARGES,COMUNA,RECEA,"2,854",779
ARGES,COMUNA,ROCIU,"2,495",871
ARGES,COMUNA,RUCAR,"5,952",496
ARGES,COMUNA,SALATRUCU,"2,204",399
ARGES,COMUNA,SAPATA,"1,776",542
ARGES,COMUNA,SCHITU GOLESTI,"5,111",584
ARGES,COMUNA,SLOBOZIA,"4,633",683
ARGES,COMUNA,STALPENI,"4,906",726
ARGES,COMUNA,STEFAN CEL MARE,"2,372",404
ARGES,COMUNA,STOENESTI,"4,461",738
ARGES,COMUNA,STOLNICI,"3,400",847
ARGES,COMUNA,SUICI,"2,444",568
ARGES,COMUNA,SUSENI,"3,052","1,370"
ARGES,COMUNA,TEIU,"1,379",581
ARGES,COMUNA,TIGVENI,"3,490",504
ARGES,COMUNA,TITESTI,"5,100",460
ARGES,COMUNA,UDA,"1,987",943
ARGES,COMUNA,UNGHENI,"3,074",986
ARGES,COMUNA,VALEA DANULUI,"2,968",323
ARGES,COMUNA,VALEA IASULUI,"2,774",416
ARGES,COMUNA,VALEA MARE PRAVAT,"4,359",801
ARGES,COMUNA,VEDEA,"3,728",591
ARGES,COMUNA,VLADESTI,"3,107",420
ARGES,COMUNA,VULTURESTI,"2,912",229
BACAU,MUNICIPIU,BACAU,"172,508","3,902"
BACAU,MUNICIPIU,MOINESTI,"22,930",940
BACAU,MUNICIPIU,ONESTI,"47,314","2,080"
BACAU,ORAS,BUHUSI,"19,026",905
BACAU,ORAS,COMANESTI,"22,805","1,045"
BACAU,ORAS,DARMANESTI,"14,326",979
BACAU,ORAS,SLANIC MOLDOVA,"4,805",391
BACAU,ORAS,TARGU OCNA,"12,665",710
BACAU,COMUNA,AGAS,"6,559",807
BACAU,COMUNA,ARDEOANI,"2,361",324
BACAU,COMUNA,ASAU,"7,010",541
BACAU,COMUNA,BALCANI,"7,822",553
BACAU,COMUNA,BARSANESTI,"4,914",355
BACAU,COMUNA,BERESTI-BISTRITA,"2,200",313
BACAU,COMUNA,BERESTI-TAZLAU,"5,663",617
BACAU,COMUNA,BERZUNTI,"5,292",398
BACAU,COMUNA,BLAGESTI,"7,457",689
BACAU,COMUNA,BOGDANESTI,"2,764",260
BACAU,COMUNA,BRUSTUROASA,"3,459",356
BACAU,COMUNA,BUCIUMI,"3,544",325
BACAU,COMUNA,BUHOCI,"4,938",397
BACAU,COMUNA,CAIUTI,"5,390",634
BACAU,COMUNA,CASIN,"4,400",435
BACAU,COMUNA,CLEJA,"6,948",405
BACAU,COMUNA,COLONESTI,"2,169",317
BACAU,COMUNA,CORBASCA,"5,560",382
BACAU,COMUNA,COTOFANESTI,"3,457",226
BACAU,COMUNA,DAMIENESTI,"1,814",340
BACAU,COMUNA,DEALU MORII,"2,666",434
BACAU,COMUNA,DOFTEANA,"11,280",819
BACAU,COMUNA,FARAOANI,"5,294",371
BACAU,COMUNA,FILIPENI,"2,215",519
BACAU,COMUNA,FILIPESTI,"4,751",984
BACAU,COMUNA,GAICEANA,"2,848",443
BACAU,COMUNA,GARLENI,"6,949",419
BACAU,COMUNA,GHIMES-FAGET,"4,959",694
BACAU,COMUNA,GIOSENI,"3,916",260
BACAU,COMUNA,GLAVANESTI,"3,345",537
BACAU,COMUNA,GURA VAII,"5,343",566
BACAU,COMUNA,HELEGIU,"6,885",526
BACAU,COMUNA,HEMEIUS,"5,318",691
BACAU,COMUNA,HORGESTI,"5,034",534
BACAU,COMUNA,HURUIESTI,"2,546",401
BACAU,COMUNA,ITESTI,"1,685",465
BACAU,COMUNA,IZVORU BERHECIULUI,"1,712",395
BACAU,COMUNA,LETEA VECHE,"7,053",670
BACAU,COMUNA,LIPOVA,"3,106",479
BACAU,COMUNA,LIVEZI,"5,303",409
BACAU,COMUNA,LUIZI-CALUGARA,"5,166",182
BACAU,COMUNA,MAGIRESTI,"4,421",387
BACAU,COMUNA,MAGURA,"5,157",462
BACAU,COMUNA,MANASTIREA CASIN,"5,524",450
BACAU,COMUNA,MARGINENI,"10,069",894
BACAU,COMUNA,MOTOSENI,"3,352",768
BACAU,COMUNA,NEGRI,"2,777",344
BACAU,COMUNA,NICOLAE BALCESCU,"9,529",908
BACAU,COMUNA,ODOBESTI,"2,628",350
BACAU,COMUNA,OITUZ,"9,397",740
BACAU,COMUNA,ONCESTI,"1,655",425
BACAU,COMUNA,ORBENI,"3,981",424
BACAU,COMUNA,PALANCA,"3,392",468
BACAU,COMUNA,PANCESTI,"4,353",520
BACAU,COMUNA,PARAVA,"3,475",359
BACAU,COMUNA,PARGARESTI,"4,709",226
BACAU,COMUNA,PARINCEA,"3,773",737
BACAU,COMUNA,PARJOL,"6,545",592
BACAU,COMUNA,PLOPANA,"3,339",386
BACAU,COMUNA,PODURI,"8,172",964
BACAU,COMUNA,PODU-TURCULUI,"4,946",787
BACAU,COMUNA,PRAJESTI,"2,618",381
BACAU,COMUNA,RACACIUNI,"8,356",795
BACAU,COMUNA,RACHITOASA,"4,748",689
BACAU,COMUNA,RACOVA,"3,519",405
BACAU,COMUNA,ROSIORI,"2,281",340
BACAU,COMUNA,SANDULENI,"4,459",414
BACAU,COMUNA,SARATA,"2,613",400
BACAU,COMUNA,SASCUT,"10,012",888
BACAU,COMUNA,SAUCESTI,"5,658",621
BACAU,COMUNA,SCORTENI,"3,028",351
BACAU,COMUNA,SECUIENI,"2,142",352
BACAU,COMUNA,SOLONT,"3,617",325
BACAU,COMUNA,STANISESTI,"4,640",664
BACAU,COMUNA,STEFAN CEL MARE,"5,028",389
BACAU,COMUNA,STRUGARI,"2,571",404
BACAU,COMUNA,TAMASI,"3,245",252
BACAU,COMUNA,TARGU TROTUS,"5,687",414
BACAU,COMUNA,TATARASTI,"2,417",354
BACAU,COMUNA,TRAIAN,"2,905",448
BACAU,COMUNA,UNGURENI,"3,918",510
BACAU,COMUNA,URECHESTI,"3,815",351
BACAU,COMUNA,VALEA SEACA,"4,328",202
BACAU,COMUNA,VULTURENI,"1,935",515
BACAU,COMUNA,ZEMES,"4,837",359
BIHOR,MUNICIPIU,ORADEA,"201,983","8,072"
BIHOR,MUNICIPIU,BEIUS,"11,024",598
BIHOR,MUNICIPIU,MARGHITA,"16,602",859
BIHOR,MUNICIPIU,SALONTA,"17,896","1,228"
BIHOR,ORAS,ALESD,"10,663",860
BIHOR,ORAS,NUCET,"2,514",164
BIHOR,ORAS,SACUIENI,"11,854","1,189"
BIHOR,ORAS,STEI,"7,891",262
BIHOR,ORAS,VALEA LUI MIHAI,"10,248",266
BIHOR,ORAS,VASCAU,"2,538",377
BIHOR,COMUNA,ABRAM,"3,078",632
BIHOR,COMUNA,ABRAMUT,"3,128",274
BIHOR,COMUNA,ASTILEU,"3,715",898
BIHOR,COMUNA,AUSEU,"2,989",648
BIHOR,COMUNA,AVRAM IANCU,"3,391",409
BIHOR,COMUNA,BALC,"3,408",633
BIHOR,COMUNA,BATAR,"5,179",669
BIHOR,COMUNA,BIHARIA,"4,194",393
BIHOR,COMUNA,BOIANU MARE,"1,356",268
BIHOR,COMUNA,BOROD,"3,896","1,337"
BIHOR,COMUNA,BORS,"3,993","1,183"
BIHOR,COMUNA,BRATCA,"4,963","2,226"
BIHOR,COMUNA,BRUSTURI,"3,737",899
BIHOR,COMUNA,BUDUREASA,"2,730",466
BIHOR,COMUNA,BUDUSLAU,"1,917",290
BIHOR,COMUNA,BULZ,"2,066","1,009"
BIHOR,COMUNA,BUNTESTI,"4,443",527
BIHOR,COMUNA,CABESTI,"1,871",385
BIHOR,COMUNA,CAMPANI,"2,449",301
BIHOR,COMUNA,CAPALNA,"1,665",474
BIHOR,COMUNA,CARPINET,"1,916",195
BIHOR,COMUNA,CEFA,"2,343",459
BIHOR,COMUNA,CEICA,"3,688",541
BIHOR,COMUNA,CETARIU,"2,230",489
BIHOR,COMUNA,CHERECHIU,"2,478",394
BIHOR,COMUNA,CHISLAZ,"3,165",640
BIHOR,COMUNA,CIUHOI (SANIOB),"2,211",400
BIHOR,COMUNA,CIUMEGHIU,"4,537",580
BIHOR,COMUNA,COCIUBA MARE,"2,905",826
BIHOR,COMUNA,COPACEL,"2,174",480
BIHOR,COMUNA,CRISTIORU DE JOS,"1,320",234
BIHOR,COMUNA,CURATELE,"2,509",472
BIHOR,COMUNA,CURTUISENI,"3,827",509
BIHOR,COMUNA,DERNA,"2,592",630
BIHOR,COMUNA,DIOSIG,"6,931",750
BIHOR,COMUNA,DOBRESTI,"5,394",629
BIHOR,COMUNA,DRAGANESTI,"2,944",446
BIHOR,COMUNA,DRAGESTI,"2,608",566
BIHOR,COMUNA,FINIS,"3,650",350
BIHOR,COMUNA,GEPIU,"1,932",359
BIHOR,COMUNA,GIRIS DE CRIS,"3,684",288
BIHOR,COMUNA,HIDISELU DE SUS,"3,228",694
BIHOR,COMUNA,HOLOD,"3,311",699
BIHOR,COMUNA,HUSASAU DE TINCA,"2,382",785
BIHOR,COMUNA,INEU,"4,567",262
BIHOR,COMUNA,LAZARENI,"3,172",824
BIHOR,COMUNA,LAZURI DE BEIUS,"1,633",284
BIHOR,COMUNA,LUGASU DE JOS,"3,500",316
BIHOR,COMUNA,LUNCA,"2,788",347
BIHOR,COMUNA,MADARAS,"2,770",636
BIHOR,COMUNA,MAGESTI,"2,756",410
BIHOR,COMUNA,NOJORID,"5,104",913
BIHOR,COMUNA,OLCEA,"2,731",544
BIHOR,COMUNA,OSORHEI,"6,766",651
BIHOR,COMUNA,PALEU,"2,401",396
BIHOR,COMUNA,PIETROASA,"3,163",297
BIHOR,COMUNA,POCOLA,"1,481",286
BIHOR,COMUNA,POMEZEU,"2,950",732
BIHOR,COMUNA,POPESTI,"7,872","1,135"
BIHOR,COMUNA,RABAGANI,"1,991",328
BIHOR,COMUNA,REMETEA,"2,871",674
BIHOR,COMUNA,RIENI,"3,040",494
BIHOR,COMUNA,ROSIA,"2,442",517
BIHOR,COMUNA,ROSIORI,"3,142",321
BIHOR,COMUNA,SACADAT,"1,775",463
BIHOR,COMUNA,SALACEA,"3,055",399
BIHOR,COMUNA,SALARD,"4,402",831
BIHOR,COMUNA,SAMBATA,"1,414",284
BIHOR,COMUNA,SANICOLAUL ROMAN,"2,189",539
BIHOR,COMUNA,SANMARTIN,"10,097","1,283"
BIHOR,COMUNA,SANTANDREI,"4,969",384
BIHOR,COMUNA,SARBI,"2,533",960
BIHOR,COMUNA,SIMIAN,"3,821",560
BIHOR,COMUNA,SINTEU,"1,116","1,881"
BIHOR,COMUNA,SOIMI,"2,640",599
BIHOR,COMUNA,SPINUS,"1,172",202
BIHOR,COMUNA,SUNCUIUS,"3,215","1,025"
BIHOR,COMUNA,SUPLACUL DE BARCAU,"4,380",623
BIHOR,COMUNA,TAMASEU,"2,007",329
BIHOR,COMUNA,TARCAIA,"2,021",194
BIHOR,COMUNA,TARCEA,"2,617",477
BIHOR,COMUNA,TAUTEU,"4,496",932
BIHOR,COMUNA,TETCHEA,"3,110",449
BIHOR,COMUNA,TILEAGD,"7,070","1,229"
BIHOR,COMUNA,TINCA,"8,092",974
BIHOR,COMUNA,TOBOLIU,"2,379",294
BIHOR,COMUNA,TULCA,"2,835",280
BIHOR,COMUNA,UILEACU DE BEIUS,"2,092",314
BIHOR,COMUNA,VADU CRISULUI,"4,051",812
BIHOR,COMUNA,VARCIOROG,"2,149",494
BIHOR,COMUNA,VIISOARA,"1,323",298
BISTRITA - NASAUD,MUNICIPIU,BISTRITA,"85,820","2,992"
BISTRITA - NASAUD,ORAS,BECLEAN,"11,686",957
BISTRITA - NASAUD,ORAS,NASAUD,"10,951",615
BISTRITA - NASAUD,ORAS,SINGEORZ BAI,"11,046",550
BISTRITA - NASAUD,COMUNA,BISTRITA BIRGAULUI,"4,409","2,474"
BISTRITA - NASAUD,COMUNA,BRANISTE,"3,109",340
BISTRITA - NASAUD,COMUNA,BUDACU DE JOS,"3,241",384
BISTRITA - NASAUD,COMUNA,BUDESTI,"1,896",560
BISTRITA - NASAUD,COMUNA,CAIANU MIC,"4,000",341
BISTRITA - NASAUD,COMUNA,CETATE,"2,757",255
BISTRITA - NASAUD,COMUNA,CHIOCHIS,"3,024",700
BISTRITA - NASAUD,COMUNA,CHIUZA,"2,211",443
BISTRITA - NASAUD,COMUNA,CICEU GIURGESTI,"1,625",188
BISTRITA - NASAUD,COMUNA,CICEU MIHAIESTI,"1,313",365
BISTRITA - NASAUD,COMUNA,COSBUC,"1,951",131
BISTRITA - NASAUD,COMUNA,DUMITRA,"4,946",665
BISTRITA - NASAUD,COMUNA,DUMITRITA,"3,068",238
BISTRITA - NASAUD,COMUNA,FELDRU,"7,545",678
BISTRITA - NASAUD,COMUNA,GALATII BISTRITEI,"2,582",413
BISTRITA - NASAUD,COMUNA,ILVA MARE,"2,482",377
BISTRITA - NASAUD,COMUNA,ILVA MICA,"3,294",604
BISTRITA - NASAUD,COMUNA,JOSENII BIRGAULUI,"5,318",733
BISTRITA - NASAUD,COMUNA,LECHINTA,"6,133",904
BISTRITA - NASAUD,COMUNA,LESU,"2,877","1,421"
BISTRITA - NASAUD,COMUNA,LIVEZILE,"5,010",614
BISTRITA - NASAUD,COMUNA,LUNCA ILVEI,"3,146",893
BISTRITA - NASAUD,COMUNA,MAGURA ILVEI,"2,018",221
BISTRITA - NASAUD,COMUNA,MAIERU,"7,920",672
BISTRITA - NASAUD,COMUNA,MARISELU,"2,547",432
BISTRITA - NASAUD,COMUNA,MATEI,"2,620",429
BISTRITA - NASAUD,COMUNA,MICESTII DE CIMPIE,"1,082",270
BISTRITA - NASAUD,COMUNA,MILAS,"1,340",366
BISTRITA - NASAUD,COMUNA,MONOR,"1,463",234
BISTRITA - NASAUD,COMUNA,NEGRILESTI,"2,360",293
BISTRITA - NASAUD,COMUNA,NIMIGEA,"5,256",579
BISTRITA - NASAUD,COMUNA,NUSENI,"2,835",580
BISTRITA - NASAUD,COMUNA,PARVA,"2,640",598
BISTRITA - NASAUD,COMUNA,PETRU RARES,"3,635",448
BISTRITA - NASAUD,COMUNA,POIANA ILVEI,"1,542",172
BISTRITA - NASAUD,COMUNA,PRUNDU BIRGAULUI,"6,328",611
BISTRITA - NASAUD,COMUNA,REBRA,"2,935",372
BISTRITA - NASAUD,COMUNA,REBRISOARA,"4,788",287
BISTRITA - NASAUD,COMUNA,RODNA,"6,308",388
BISTRITA - NASAUD,COMUNA,ROMULI,"1,725",388
BISTRITA - NASAUD,COMUNA,RUNCU SALVEI,"1,343",248
BISTRITA - NASAUD,COMUNA,SALVA,"2,814",222
BISTRITA - NASAUD,COMUNA,SANT,"3,516",191
BISTRITA - NASAUD,COMUNA,SIEU,"3,054",405
BISTRITA - NASAUD,COMUNA,SIEU MAGHERUS,"4,444",815
BISTRITA - NASAUD,COMUNA,SIEU ODORHEI,"2,464",427
BISTRITA - NASAUD,COMUNA,SIEUT,"2,646",334
BISTRITA - NASAUD,COMUNA,SILIVASU DE CIMPIE,"1,042",138
BISTRITA - NASAUD,COMUNA,SINMIHAIU DE CIMPIE,"1,517",783
BISTRITA - NASAUD,COMUNA,SINTEREAG,"3,659",544
BISTRITA - NASAUD,COMUNA,SPERMEZEU,"3,738",389
BISTRITA - NASAUD,COMUNA,TEACA,"5,843",820
BISTRITA - NASAUD,COMUNA,TELCIU,"5,913",685
BISTRITA - NASAUD,COMUNA,TIHA BIRGAULUI,"6,416","2,530"
BISTRITA - NASAUD,COMUNA,TIRLISUA,"3,256",304
BISTRITA - NASAUD,COMUNA,URIU,"3,644",533
BISTRITA - NASAUD,COMUNA,URMENIS,"1,961",629
BISTRITA - NASAUD,COMUNA,ZAGRA,"3,525",421
BOTOSANI,MUNICIPIU,BOTOSANI,"112,758","1,970"
BOTOSANI,MUNICIPIU,DOROHOI,"28,542","1,147"
BOTOSANI,ORAS,BUCECEA,"5,190",683
BOTOSANI,ORAS,DARABANI,"11,881","1,487"
