Denumire Judet,Localitate,Numar Locuitori
IALOMI?A,BRAZII (RADULESTI),"1,106"
IALOMI?A,BUCU,"2,242"
IALOMI?A,BUIESTI,"1,205"
IALOMI?A,CIOCARLIA,729
IALOMI?A,CIOCHINA,"3,161"
IALOMI?A,CIULNITA,"2,508"
IALOMI?A,COCORA,"1,800"
IALOMI?A,COLELIA,"1,428"
IALOMI?A,COSAMBESTI,"1,637"
IALOMI?A,COSERENI,"4,005"
IALOMI?A,DRAGOESTI,894
IALOMI?A,DRIDU,"3,198"
IALOMI?A,FACAENI,"5,526"
IALOMI?A,GARBOVI,"3,842"
IALOMI?A,GHEORGHE DOJA,"2,690"
IALOMI?A,GHEORGHE LAZAR,"2,274"
IALOMI?A,GIURGENI,"1,505"
IALOMI?A,GRINDU,"2,021"
IALOMI?A,GRIVITA,"2,864"
IALOMI?A,GURA IALOMITEI,"2,884"
IALOMI?A,ION ROATA,"3,512"
IALOMI?A,JILAVELE,"3,481"
IALOMI?A,M. BUZAU,"3,472"
IALOMI?A,M. KOGALN.,"3,001"
IALOMI?A,MAIA,"1,763"
IALOMI?A,MANASIA,"4,722"
IALOMI?A,MARCULESTI,"1,676"
IALOMI?A,MILOSESTI,"2,661"
IALOMI?A,MOLDOVENI,"1,298"
IALOMI?A,MOVILA,"1,951"
IALOMI?A,MOVILITA,"2,259"
IALOMI?A,OGRADA,"3,195"
IALOMI?A,PERIETI,"3,704"
IALOMI?A,PLATONESTI,"2,102"
IALOMI?A,REVIGA,"2,864"
IALOMI?A,ROSIORI,"2,064"
IALOMI?A,SALCIOARA,"2,210"
IALOMI?A,SARATENI,"1,277"
IALOMI?A,SAVENI,"3,207"
IALOMI?A,SCANTEIA,"4,047"
IALOMI?A,SFANTUL GHEORGHE,"1,926"
IALOMI?A,SINESTI,"2,468"
IALOMI?A,STELNICA,"1,739"
IALOMI?A,SUDITI,"2,098"
IALOMI?A,TRAIAN,"3,773"
IALOMI?A,VALEA CIORII,"1,886"
IALOMI?A,VALEA MACRISULUI,"1,710"
IALOMI?A,VLADENI,"2,017"
IALOMITA Total,,"282,561"
IA?I,IASI,"327,813"
IA?I,PASCANI,"40,983"
IA?I,HARLAU,"11,815"
IA?I,PODU ILOAIE,"10,727"
IA?I,TARGU FRUMOS,"13,273"
IA?I,ALEX. I. CUZA,"2,859"
IA?I,ANDRIESENI,"4,343"
IA?I,ARONEANU,"3,646"
IA?I,BALS,"3,356"
IA?I,BALTATI,"5,300"
IA?I,BELCESTI,"11,055"
IA?I,BIRNOVA,"5,974"
IA?I,BIVOLARI,"4,374"
IA?I,BRAESTI,"3,021"
IA?I,BUTEA,"4,087"
IA?I,CEPLENITA,"4,385"
IA?I,CIOHORANI,"2,140"
IA?I,CIORTESTI,"4,031"
IA?I,CIUREA,"13,438"
IA?I,COARNELE CAPREI,"2,964"
IA?I,COMARNA,"4,750"
IA?I,COSTESTI,"1,900"
IA?I,COSTULENI,"4,616"
IA?I,COTNARI,"7,658"
IA?I,COZMESTI,"2,872"
IA?I,CRISTESTI,"4,188"
IA?I,CUCUTENI,"1,278"
IA?I,DAGITA,"4,806"
IA?I,DELENI,"10,258"
IA?I,DOBROVAT,"2,393"
IA?I,DOLHESTI,"2,785"
IA?I,DRAGUSENI,"1,576"
IA?I,DUMESTI,"4,798"
IA?I,ERBICENI,"5,796"
IA?I,FANTANELE,"2,282"
IA?I,FOCURI,"3,610"
IA?I,GOLAESTI,"4,122"
IA?I,GORBAN,"2,990"
IA?I,GRAJDURI,"3,387"
IA?I,GROPNITA,"3,184"
IA?I,GROZESTI,"1,738"
IA?I,HALAUCESTI,"5,703"
IA?I,HARMANESTI,"2,503"
IA?I,HELESTENI,"2,634"
IA?I,HOLBOCA,"13,970"
IA?I,HORLESTI,"2,876"
IA?I,ION NECULCE (FOST TIRGU FRUMOS),"5,813"
IA?I,IPATELE,"1,942"
IA?I,LESPEZI,"5,831"
IA?I,LETCANI,"7,342"
IA?I,LUNGANI,"6,053"
IA?I,MADARJAC,"1,549"
IA?I,MIRCESTI,"3,727"
IA?I,MIRONEASA,"4,850"
IA?I,MIROSLAVA,"13,485"
IA?I,MIROSLOVESTI,"4,489"
IA?I,MOGOSESTI - SIRET,"3,917"
IA?I,MOGOSESTI-IASI,"5,389"
IA?I,MOSNA,"1,812"
IA?I,MOTCA,"5,214"
IA?I,MOVILENI,"3,134"
IA?I,OTELENI,"3,547"
IA?I,PLUGARI,"3,481"
IA?I,POPESTI,"4,301"
IA?I,POPRICANI,"8,316"
IA?I,PRISACANI,"3,390"
IA?I,PROBOTA,"3,678"
IA?I,RACHITENI,"3,381"
IA?I,RADUCANENI,"7,745"
IA?I,REDIU,"5,748"
IA?I,ROMANESTI,"1,733"
IA?I,ROSCANI,"1,730"
IA?I,RUGINOASA,"6,339"
IA?I,SCHEIA,"3,415"
IA?I,SCHITU-DUCA,"4,448"
IA?I,SCINTEIA,"4,810"
IA?I,SCOBINTI,"7,446"
IA?I,SINESTI,"4,450"
IA?I,SIPOTE,"5,246"
IA?I,SIRETEL,"4,150"
IA?I,STOLNICENI-PRAJESCU,"5,377"
IA?I,STRUNGA,"4,249"
IA?I,TANSA,"2,668"
IA?I,TATARUSI,"5,459"
IA?I,TIBANA,"8,027"
IA?I,TIBANESTI,"8,080"
IA?I,TIGANASI,"4,681"
IA?I,TODIRESTI,"4,916"
IA?I,TOMESTI,"13,147"
IA?I,TRIFESTI,"3,802"
IA?I,TUTORA,"2,025"
IA?I,UNGHENI (FOST BOSIA),"4,464"
IA?I,VALEA LUPULUI,"5,534"
IA?I,VALEA-SEACA,"6,091"
IA?I,VICTORIA,"4,445"
IA?I,VINATORI,"4,579"
IA?I,VLADENI,"4,365"
IA?I,VOINESTI,"7,603"
IASI Total,,"849,670"
ILFOV,BUFTEA,"22,064"
ILFOV,BRAGADIRU,"13,948"
ILFOV,CHITILA,"14,051"
ILFOV,MAGURELE,"9,569"
ILFOV,OTOPENI,"13,212"
ILFOV,PANTELIMON,"24,703"
ILFOV,POPESTI,"20,817"
ILFOV,VOLUNTARI,"39,006"
ILFOV,AFUMATI,"7,583"
ILFOV,BALOTESTI,"7,498"
ILFOV,BERCENI,"4,884"
ILFOV,BRANESTI,"8,920"
ILFOV,CERNICA,"10,430"
ILFOV,CHIAJNA,"12,782"
ILFOV,CIOLPANI,"4,663"
ILFOV,CIOROGARLA,"5,542"
ILFOV,CLINCENI,"5,724"
ILFOV,COPACENI,"3,330"
ILFOV,CORBEANCA,"5,682"
ILFOV,CORNETU,"5,553"
ILFOV,DARASTI,"2,648"
ILFOV,DASCALU,"2,771"
ILFOV,DOBROESTI,"8,149"
ILFOV,DOMNESTI,"7,458"
ILFOV,DRAGOMIRESTI,"4,820"
ILFOV,GANEASA,"4,962"
ILFOV,GLINA,"7,492"
ILFOV,GRADISTEA,"3,032"
ILFOV,GRUIU,"6,936"
ILFOV,I DECEMBRIE,"7,166"
ILFOV,JILAVA,"10,054"
ILFOV,MOARA VLASIEI,"6,170"
ILFOV,MOGOSOAIA,"7,084"
ILFOV,NUCI,"2,908"
ILFOV,PERIS,"7,368"
ILFOV,PETRECHIOAIA,"3,119"
ILFOV,SNAGOV,"6,958"
ILFOV,STEFANESTI,"6,021"
ILFOV,TUNARI,"5,096"
ILFOV,VIDRA,"8,297"
ILFOV Total,,"358,470"
MARAMURE?,BAIA MARE,"136,127"
MARAMURE?,SIGHETU MARMATIEI,"40,571"
MARAMURE?,BAIA SPRIE,"16,423"
MARAMURE?,BORSA,"28,389"
MARAMURE?,CAVNIC,"5,079"
MARAMURE?,DRAGOMIRESTI,"3,171"
MARAMURE?,SALISTEA DE SUS,"4,978"
MARAMURE?,SEINI,"10,290"
MARAMURE?,SOMCUTA MARE,"8,042"
MARAMURE?,TARGU LAPUS,"12,759"
MARAMURE?,TAUTII MAGHERAUS,"8,109"
MARAMURE?,ULMENI,"7,491"
MARAMURE?,VISEU DE SUS,"15,995"
MARAMURE?,ARDUSAT,"2,942"
MARAMURE?,ARINIS,"1,030"
MARAMURE?,ASUAJU DE SUS,"1,438"
MARAMURE?,BAITA DE SUB CODRU,"1,837"
MARAMURE?,BAIUT,"2,295"
MARAMURE?,BASESTI,"1,503"
MARAMURE?,BICAZ,"1,082"
MARAMURE?,BIRSANA,"4,697"
MARAMURE?,BISTRA,"4,166"
MARAMURE?,BOCICOIU MARE,"4,430"
MARAMURE?,BOGDAN VODA,"3,059"
MARAMURE?,BOIU MARE,"1,176"
MARAMURE?,BOTIZA,"2,709"
MARAMURE?,BUDESTI,"3,148"
MARAMURE?,CALINESTI,"3,159"
MARAMURE?,CAMPULUNG LA TISA,"2,428"
MARAMURE?,CERNESTI,"3,629"
MARAMURE?,CICARLAU,"3,999"
MARAMURE?,COAS,"1,410"
MARAMURE?,COLTAU,"2,467"
MARAMURE?,COPALNIC MANASTUR,"5,790"
MARAMURE?,COROIENI,"2,319"
MARAMURE?,CUPSENI,"3,431"
MARAMURE?,DESESTI,"2,416"
MARAMURE?,DUMBRAVITA,"4,376"
MARAMURE?,FARCASA,"4,110"
MARAMURE?,GARDANI,"1,613"
MARAMURE?,GIULESTI,"3,110"
MARAMURE?,GROSI,"2,748"
MARAMURE?,GROSII TIBLESULUI,"2,016"
MARAMURE?,IEUD,"4,173"
MARAMURE?,LAPUS,"3,815"
MARAMURE?,LEORDINA,"2,460"
MARAMURE?,MIRESU MARE,"5,082"
MARAMURE?,MOISEI,"9,430"
MARAMURE?,OARTA DE JOS,"1,248"
MARAMURE?,OCNA SUGATAG,"4,140"
MARAMURE?,ONCESTI,"1,521"
MARAMURE?,PETROVA,"2,429"
MARAMURE?,POIENILE DE SUB MUNTE,"10,170"
MARAMURE?,POIENILE IZEI,929
MARAMURE?,RECEA,"6,099"
MARAMURE?,REMETEA CHIOARULUI,"2,912"
MARAMURE?,REMETI,"3,100"
MARAMURE?,REPEDEA,"5,018"
MARAMURE?,RONA DE JOS,"1,997"
MARAMURE?,RONA DE SUS,"4,480"
MARAMURE?,ROZAVLEA,"3,388"
MARAMURE?,RUSCOVA,"5,206"
MARAMURE?,SACALASENI,"2,565"
MARAMURE?,SACEL,"3,451"
MARAMURE?,SALSIG,"1,555"
MARAMURE?,SAPANTA,"3,293"
MARAMURE?,SARASAU,"2,627"
MARAMURE?,SATULUNG,"5,925"
MARAMURE?,SIEU,"2,558"
MARAMURE?,SISESTI,"5,385"
MARAMURE?,STRAMTURA,"3,773"
MARAMURE?,SUCIU DE SUS,"3,786"
MARAMURE?,VADU IZEI,"2,925"
MARAMURE?,VALEA CHIOARULUI,"2,148"
MARAMURE?,VIMA MICA,"1,366"
MARAMURE?,VISEU DE JOS,"5,347"
MARAMURES Total,,"506,258"
MEHEDIN?I,DR. TR. SEVERIN,"103,501"
MEHEDIN?I,ORSOVA,"11,945"
MEHEDIN?I,BAIA DE ARAMA,"5,626"
MEHEDIN?I,STREHAIA,"11,188"
MEHEDIN?I,VANJU MARE,"6,068"
MEHEDIN?I,BACLES,"1,993"
MEHEDIN?I,BALA,"4,294"
MEHEDIN?I,BALACITA,"2,898"
MEHEDIN?I,BALTA,"1,041"
MEHEDIN?I,BALVANESTI,976
MEHEDIN?I,BRANISTE,"1,853"
MEHEDIN?I,BREZNITA MOTRU,"1,545"
MEHEDIN?I,BREZNITA OCOL,"3,985"
MEHEDIN?I,BROSTENI,"2,955"
MEHEDIN?I,BURILA MARE,"2,258"
MEHEDIN?I,BUTOIESTI,"3,313"
MEHEDIN?I,CAZANESTI,"2,398"
MEHEDIN?I,CIRESU,554
MEHEDIN?I,CORCOVA,"5,972"
MEHEDIN?I,CORLATEL,"1,459"
MEHEDIN?I,CUJMIR,"3,481"
MEHEDIN?I,DARVARI,"2,640"
MEHEDIN?I,DEVESEL,"3,143"
MEHEDIN?I,DUBOVA,907
MEHEDIN?I,DUMBRAVA,"1,640"
MEHEDIN?I,ESELNITA,"3,021"
MEHEDIN?I,FLORESTI,"2,747"
MEHEDIN?I,GARLA MARE,"3,236"
MEHEDIN?I,GODEANU,662
MEHEDIN?I,GOGOSU,"4,496"
MEHEDIN?I,GRECI,"1,212"
MEHEDIN?I,GROZESTI,"2,069"
MEHEDIN?I,GRUIA,"3,064"
MEHEDIN?I,HINOVA,"2,862"
MEHEDIN?I,HUSNICIOARA,"1,368"
MEHEDIN?I,ILOVAT,"1,306"
MEHEDIN?I,ILOVITA,"1,381"
MEHEDIN?I,ISVERNA,"2,136"
MEHEDIN?I,IZVORUL BARZII,"2,925"
MEHEDIN?I,JIANA,"4,626"
MEHEDIN?I,LIVEZILE,"1,529"
MEHEDIN?I,MALOVAT,"2,942"
MEHEDIN?I,OBARSIA CAMP,"1,788"
MEHEDIN?I,OBARSIA CLOSANI,"1,095"
MEHEDIN?I,OPRISOR,"2,379"
MEHEDIN?I,PADINA,"1,348"
MEHEDIN?I,PATULE,"3,820"
MEHEDIN?I,PODENI,929
MEHEDIN?I,PONOARE,"2,684"
MEHEDIN?I,POROINA MARE,"1,124"
MEHEDIN?I,PRISTOL,"1,432"
MEHEDIN?I,PRUNISOR,"2,060"
MEHEDIN?I,PUNGHINA,"3,218"
MEHEDIN?I,ROGOVA,"1,425"
MEHEDIN?I,SALCIA,"2,912"
MEHEDIN?I,SIMIAN,"10,256"
MEHEDIN?I,SISESTI,"2,843"
MEHEDIN?I,SOVARNA,"1,240"
MEHEDIN?I,STANGACEAUA,"1,312"
MEHEDIN?I,SVINITA,952
MEHEDIN?I,TAMNA,"3,357"
MEHEDIN?I,VANATORI,"2,005"
MEHEDIN?I,VANJULET,"1,816"
MEHEDIN?I,VLADAIA,"1,672"
MEHEDIN?I,VOLOIAC,"1,732"
MEHEDIN?I,VRATA,"2,177"
MEHEDINTI Total,,"284,791"
MURE?,TaRGU MURE?,"141,595"
MURE?,REGHIN,"36,203"
MURE?,SIGHI?OARA,"31,227"
MURE?,TaRN?VENI,"24,770"
MURE?,IERNUT,"9,510"
MURE?,LUDU?,"17,248"
MURE?,MIERCUREA NIRAJ,"6,206"
MURE?,S?RMA?U,"7,344"
MURE?,SaNGEORGIU DE P?DURE,"5,529"
MURE?,SOVATA,"9,180"
MURE?,UNGHENI,"7,003"
MURE?,AC??ARI,"4,904"
MURE?,AD?MU?,"5,719"
MURE?,ALBE?TI,"6,139"
MURE?,ALUNI?,"3,206"
MURE?,APOLD,"3,235"
MURE?,A?INTI?,"1,606"
MURE?,BAHNEA,"3,813"
MURE?,BAND,"6,460"
MURE?,BATO?,"4,120"
MURE?,B?GACIU,"2,650"
MURE?,B?LA,735
MURE?,B?L?U?ERI,"4,916"
MURE?,BEICA DE JOS,"2,198"
MURE?,BERENI,"1,252"
MURE?,BICHI?,909
MURE?,BOGATA,"2,013"
MURE?,BRaNCOVENE?TI,"4,061"
MURE?,BREAZA,"2,569"
MURE?,CEUA?U DE CaMPIE,"6,111"
MURE?,CHE?ANI,"2,686"
MURE?,CHIBED,"1,668"
MURE?,CHIHERU DE JOS,"1,498"
MURE?,COROISaNMARTIN,"1,446"
MURE?,CORUNCA,"2,550"
MURE?,COZMA,598
MURE?,CR?CIUNE?TI,"4,142"
MURE?,CR?IE?TI,895
MURE?,CRISTE?TI,"5,962"
MURE?,CUCERDEA,"1,452"
MURE?,CUCI,"1,999"
MURE?,DANE?,"5,222"
MURE?,DEDA,"4,495"
MURE?,EREMITU,"4,122"
MURE?,ERNEI,"5,913"
MURE?,F?R?G?U,"1,725"
MURE?,FaNTaNELE,"4,861"
MURE?,G?LE?TI,"2,713"
MURE?,G?NE?TI,"3,935"
MURE?,GHEORGHE DOJA,"2,912"
MURE?,GHINDARI,"3,066"
MURE?,GLODENI,"3,879"
MURE?,GORNE?TI,"5,611"
MURE?,GREBENI?U DE CaMPIE,"1,608"
MURE?,GURGHIU,"6,134"
MURE?,HODAC,"5,090"
MURE?,HODO?A,"1,290"
MURE?,IB?NE?TI,"4,321"
MURE?,ICL?NZEL,"2,197"
MURE?,IDECIU DE JOS,"2,216"
MURE?,LIVEZENI,"3,009"
MURE?,LUNCA,"2,546"
MURE?,LUNCA BRADULUI,"2,015"
MURE?,M?D?RA?,"1,478"
MURE?,M?GHERANI,"1,333"
MURE?,MICA,"4,708"
MURE?,MIHE?U DE CaMPIE,"2,508"
MURE?,NADE?,"2,719"
MURE?,NEAUA,"1,324"
MURE?,OGRA,"2,588"
MURE?,PAPIU ILARIAN,927
MURE?,P?NET,"6,157"
MURE?,P?S?RENI,"1,740"
MURE?,PETELEA,"3,039"
MURE?,POG?CEAUA,"2,040"
MURE?,R?STOLI?A,"2,129"
MURE?,RaCIU,"3,576"
MURE?,RU?II MUN?I,"2,222"
MURE?,SASCHIZ,"2,102"
MURE?,S?R??ENI,"2,651"
MURE?,SaNCRAIU DE MURE?,"7,955"
MURE?,SaNGEORGIU DE MURE?,"9,586"
MURE?,SaNGER,"2,425"
MURE?,SaNPAUL,"4,565"
MURE?,SaNPETRU DE CaMPIE,"2,900"
MURE?,SaNTANA DE MURE?,"5,569"
MURE?,SOLOV?STRU,"2,942"
MURE?,STaNCENI,"1,514"
MURE?,SUPLAC,"2,204"
MURE?,SUSENI,"2,447"
MURE?,??ULIA,"2,161"
MURE?,?INCAI,"1,563"
MURE?,T?URENI,929
MURE?,VALEA LARG?,"3,126"
MURE?,V?RGATA,"1,957"
MURE?,V?TAVA,"1,862"
MURE?,VaN?TORI,"4,397"
MURE?,VE?CA,772
MURE?,VII?OARA,"1,765"
MURE?,VOIVODENI,"1,721"
MURE?,ZAG?R,"1,239"
MURE?,ZAU DE CaMPIE,"3,370"
MURES Total,,"576,417"
NEAM?,PIATRA NEAMT,"104,202"
NEAM?,ROMAN,"64,311"
NEAM?,BICAZ,"8,108"
NEAM?,ROZNOV,"9,896"
NEAM?,TARGU NEAMT,"20,308"
NEAM?,AGAPIA,"4,521"
NEAM?,ALEX CEL BUN,"5,932"
NEAM?,BAHNA,"3,490"
NEAM?,BALTATESTI,"4,199"
NEAM?,BARA,"1,905"
NEAM?,BARGAOANI,"3,862"
NEAM?,BICAZ CHEI,"4,673"
NEAM?,BICAZU ARDELEAN,"3,939"
NEAM?,BODESTI,"5,039"
NEAM?,BOGHICEA,"2,611"
NEAM?,BORCA,"6,554"
NEAM?,BORLESTI,"9,486"
NEAM?,BOTESTI,"4,798"
NEAM?,BOZIENI,"3,050"
NEAM?,BRUSTURI,"3,578"
NEAM?,CANDESTI,"4,065"
NEAM?,CEAHLAU,"2,411"
NEAM?,CORDUN,"7,728"
NEAM?,COSTISA,"3,594"
NEAM?,CRACAOANI,"4,532"
NEAM?,DAMUC,"2,992"
NEAM?,DOBRENI,"1,726"
NEAM?,DOCHIA,"2,860"
NEAM?,DOLJESTI,"7,491"
NEAM?,DRAGANESTI,"1,906"
NEAM?,DRAGOMIRESTI,"2,344"
NEAM?,DULCESTI,"2,581"
NEAM?,DUMBRAVA ROSIE,"8,176"
NEAM?,FARCASA,"3,168"
NEAM?,FAUREI,"2,164"
NEAM?,GADINTI,"2,742"
NEAM?,GARCINA,"4,870"
NEAM?,GHERAIESTI,"6,447"
NEAM?,GHINDAOANI,"2,055"
NEAM?,GIROV,"5,307"
NEAM?,GRINTIES,"2,478"
NEAM?,GRUMAZESTI,"5,402"
NEAM?,HANGU,"3,774"
NEAM?,HORIA,"7,363"
NEAM?,ICUSESTI,"4,596"
NEAM?,ION CREANGA,"5,813"
NEAM?,MARGINENI,"3,921"
NEAM?,MOLDOVENI,"2,292"
NEAM?,NEGRESTI,"1,944"
NEAM?,ONICENI,"3,641"
NEAM?,PANCESTI,"1,478"
NEAM?,PANGARATI,"5,389"
NEAM?,PASTRAVENI,"3,968"
NEAM?,PETRICANI,"6,054"
NEAM?,PIATRA SOIMULUI,"8,197"
NEAM?,PIPIRIG,"8,797"
NEAM?,PODOLENI,"5,542"
NEAM?,POIANA TEIULUI,"4,949"
NEAM?,POIENARI,"1,579"
NEAM?,RAUCESTI,"8,621"
NEAM?,RAZBOIENI,"2,249"
NEAM?,REDIU,"5,160"
NEAM?,ROMANI,"4,408"
NEAM?,RUGINOASA,"2,005"
NEAM?,SABAOANI,"11,127"
NEAM?,SAGNA,"5,081"
NEAM?,SAVINESTI,"6,585"
NEAM?,SECUIENI,"3,470"
NEAM?,ST CEL MARE,"3,284"
NEAM?,STANITA,"2,239"
NEAM?,TAMASENI,"9,395"
NEAM?,TARCAU,"3,524"
NEAM?,TASCA,"2,630"
NEAM?,TAZLAU,"2,906"
NEAM?,TIBUCANI,"4,307"
NEAM?,TIMISESTI,"4,042"
NEAM?,TRIFESTI,"5,191"
NEAM?,TUPILATI,"2,248"
NEAM?,URECHENI,"3,961"
NEAM?,VALEA URSULUI,"4,386"
NEAM?,VALENI,"1,724"
NEAM?,VANATORI,"8,783"
NEAM?,ZANESTI,"6,116"
NEAMT Total,,"554,240"
OLT,SLATINA,"75,219"
OLT,CARACAL,"33,479"
OLT,BALS,"20,289"
OLT,CORABIA,"18,361"
OLT,DRAGANESTI-OLT,"11,779"
OLT,PIATRA-OLT,"6,076"
OLT,POTCOAVA,"5,789"
OLT,SCORNICESTI,"12,107"
OLT,BABICIU,"2,113"
OLT,BALDOVINESTI,755
OLT,BALTENI,"2,077"
OLT,BARASTI,"1,593"
OLT,BARZA,"2,658"
OLT,BOBICESTI,"3,227"
OLT,BRANCOVENI,"2,796"
OLT,BRASTAVATU,"4,572"
OLT,BREBENI,"3,001"
OLT,BUCINISU,"2,079"
OLT,CALUI,"1,784"
OLT,CARLOGANI,"2,591"
OLT,CEZIENI,"1,773"
OLT,CILIENI,"3,145"
OLT,COLONESTI,"2,091"
OLT,CORBU,"2,458"
OLT,COTEANA,"2,840"
OLT,CRAMPOIA,"3,572"
OLT,CUNGREA,"2,258"
OLT,CURTISOARA,"4,575"
OLT,DANEASA,"3,544"
OLT,DEVESELU,"3,143"
OLT,DOBRETU,"1,224"
OLT,DOBROSLOVENI,"3,802"
OLT,DOBROTEASA,"1,780"
OLT,DOBRUN,"1,304"
OLT,DRAGHICENI,"1,853"
OLT,FAGETELU,"1,233"
OLT,FALCOIU,"4,005"
OLT,FARCASELE,"4,615"
OLT,GANEASA,"4,067"
OLT,GARCOV,"2,545"
OLT,GAVANESTI,"2,244"
OLT,GHIMPETENI,"1,770"
OLT,GIUVARASTI,"2,308"
OLT,GOSTAVATU,"3,003"
OLT,GRADINARI,"2,626"
OLT,GRADINILE,"1,755"
OLT,GROJDIBODU,"2,901"
OLT,GURA PADINII,"1,762"
OLT,IANCA,"3,844"
OLT,IANCU JIANU,"4,456"
OLT,ICOANA,"1,760"
OLT,IPOTESTI,"1,547"
OLT,IZBICENI,"4,682"
OLT,IZVOARELE,"3,518"
OLT,LELEASCA,"1,365"
OLT,MARUNTEI,"4,348"
OLT,MIHAESTI,"1,704"
OLT,MILCOV,"1,744"
OLT,MORUNGLAV,"2,616"
OLT,MOVILENI,"3,469"
OLT,N.TITULESCU,"1,149"
OLT,OBARSIA,"2,734"
OLT,OBOGA,"1,355"
OLT,OPORELU,"1,261"
OLT,OPTASI MAGURA,"1,105"
OLT,ORLEA,"2,494"
OLT,OSICA DE JOS,"1,646"
OLT,OSICA DE SUS,"4,920"
OLT,PARSCOVENI,"2,963"
OLT,PERIETI,"1,810"
OLT,PLESOIU,"3,280"
OLT,POBORU,"2,209"
OLT,PRISEACA,"1,735"
OLT,RADOMIRESTI,"3,204"
OLT,REDEA,"2,785"
OLT,ROTUNDA,"2,742"
OLT,RUSANESTI,"4,532"
OLT,SAMBURESTI,"1,198"
OLT,SARBII-MAGURA,"2,181"
OLT,SCARISOARA,"3,096"
OLT,SCHITU,"2,876"
OLT,SEACA,"1,836"
OLT,SERBANESTI,"3,083"
OLT,SLATIOARA,"2,766"
OLT,SOPARLITA,"1,557"
OLT,SPINENI,"1,816"
OLT,SPRANCENATA,"2,412"
OLT,STEFAN CEL MARE,"1,790"
OLT,STOENESTI,"2,359"
OLT,STOICANESTI,"2,567"
OLT,STREJESTI,"3,248"
OLT,STUDINA,"2,537"
OLT,TATULESTI,"1,103"
OLT,TESLUI,"2,614"
OLT,TIA MARE,"4,516"
OLT,TOPANA,"1,055"
OLT,TRAIAN,"3,145"
OLT,TUFENI,"2,889"
OLT,URZICA,"2,174"
OLT,VADASTRA,"1,461"
OLT,VADASTRITA,"3,193"
OLT,VALCELE,"2,768"
OLT,VALEA MARE,"3,850"
OLT,VALENI,"3,014"
OLT,VERGULEASA,"2,815"
OLT,VISINA,"3,113"
OLT,VISINA NOUA,"1,898"
OLT,VITOMIRESTI,"2,280"
OLT,VLADILA,"2,047"
OLT,VOINEASA,"2,020"
OLT,VULPENI,"2,400"
OLT,VULTURESTI,"2,370"
OLT Total,,"449,565"
PRAHOVA,PLOIESTI,"222,545"
PRAHOVA,CAMPINA,"35,764"
PRAHOVA,AZUGA,"4,757"
PRAHOVA,BAICOI,"19,239"
PRAHOVA,BOLDESTI SCAIENI,"11,251"
PRAHOVA,BREAZA,"17,103"
PRAHOVA,BUSTENI,"9,784"
PRAHOVA,COMARNIC,"12,649"
PRAHOVA,MIZIL,"15,796"
PRAHOVA,PLOPENI,"9,161"
PRAHOVA,SINAIA,"11,159"
PRAHOVA,SLANIC,"6,237"
PRAHOVA,URLATI,"11,291"
PRAHOVA,VALENII DE MUNTE,"13,389"
PRAHOVA,ADUNATI,"2,082"
PRAHOVA,ALBESTI PALEOLOGU,"5,675"
PRAHOVA,ALUNIS,"3,467"
PRAHOVA,APOSTOLACHE,"2,188"
PRAHOVA,ARICESTI RAHTIVANI,"8,350"
PRAHOVA,ARICESTI ZELETIN,"1,242"
PRAHOVA,BABA ANA,"4,271"
PRAHOVA,BALTA DOAMNEI,"2,604"
PRAHOVA,BALTESTI,"3,763"
PRAHOVA,BANESTI,"5,606"
PRAHOVA,BARCANESTI,"9,687"
PRAHOVA,BATRANI,"2,055"
PRAHOVA,BERCENI,"6,306"
PRAHOVA,BERTEA,"3,217"
PRAHOVA,BLEJOI,"8,654"
PRAHOVA,BOLDESTI GRADISTEA,"1,862"
PRAHOVA,BRAZI,"8,320"
PRAHOVA,BREBU,"7,239"
PRAHOVA,BUCOV,"11,296"
PRAHOVA,CALUGARENI,"1,244"
PRAHOVA,CARBUNESTI,"1,794"
PRAHOVA,CEPTURA,"4,821"
PRAHOVA,CERASU,"5,037"
PRAHOVA,CHIOJDEANCA,"1,725"
PRAHOVA,CIORANI,"6,986"
PRAHOVA,COCORASTI COLT,"3,132"
PRAHOVA,COCORASTII MISLII,"3,405"
PRAHOVA,COLCEAG,"4,981"
PRAHOVA,CORNU,"4,381"
PRAHOVA,COSMINELE,"1,086"
PRAHOVA,DRAGANESTI,"5,002"
PRAHOVA,DRAJNA,"5,495"
PRAHOVA,DUMBRAVA,"4,599"
PRAHOVA,DUMBRAVESTI,"3,773"
PRAHOVA,FANTANELE,"2,184"
PRAHOVA,FILIPESTII DE PADURE,"10,405"
PRAHOVA,FILIPESTII DE TARG,"8,283"
PRAHOVA,FLORESTI,"7,823"
PRAHOVA,FULGA,"3,432"
PRAHOVA,GHERGHITA,"1,870"
PRAHOVA,GORGOTA,"5,322"
PRAHOVA,GORNET,"2,986"
PRAHOVA,GORNET CRICOV,"2,330"
PRAHOVA,GURA VADULUI,"2,301"
PRAHOVA,GURA VITIOAREI,"6,091"
PRAHOVA,IORDACHEANU,"5,389"
PRAHOVA,IZVOARELE,"6,672"
PRAHOVA,JUGURENI,553
PRAHOVA,LAPOS,"1,267"
PRAHOVA,LIPANESTI,"5,344"
PRAHOVA,MAGURELE,"4,745"
PRAHOVA,MAGURENI,"6,321"
PRAHOVA,MANECIU,"10,633"
PRAHOVA,MANESTI,"3,887"
PRAHOVA,OLARI,"2,167"
